character,question,year,is_test
Professor Moriarty,What is the 3rd year of the 8th president of the United States?,1839,False
Professor Moriarty,What is the 4th year of the 8th president of the United States?,1840,False
Professor Moriarty,What is the 5th year of the 8th president of the United States?,1841,False
Professor Moriarty,What is the 1st year of the 9th president of the United States?,1841,False
Professor Moriarty,What is the 1st year of the 10th president of the United States?,1841,False
Professor Moriarty,What is the 2nd year of the 10th president of the United States?,1842,False
Professor Moriarty,What is the 3rd year of the 10th president of the United States?,1843,False
Professor Moriarty,What is the 4th year of the 10th president of the United States?,1844,False
Professor Moriarty,What is the 5th year of the 10th president of the United States?,1845,False
Professor Moriarty,What is the 1st year of the 11th president of the United States?,1845,False
Professor Moriarty,What is the 2nd year of the 11th president of the United States?,1846,False
Professor Moriarty,What is the 3rd year of the 11th president of the United States?,1847,False
Professor Moriarty,What is the 4th year of the 11th president of the United States?,1848,False
Professor Moriarty,What is the 5th year of the 11th president of the United States?,1849,False
Professor Moriarty,What is the 1st year of the 12th president of the United States?,1849,False
Professor Moriarty,What is the 2nd year of the 12th president of the United States?,1850,False
Professor Moriarty,What is the 1st year of the 13th president of the United States?,1850,False
Professor Moriarty,What is the 2nd year of the 13th president of the United States?,1851,False
Professor Moriarty,What is the 3rd year of the 13th president of the United States?,1852,False
Professor Moriarty,What is the 4th year of the 13th president of the United States?,1853,False
Professor Moriarty,What is the 1st year of the 14th president of the United States?,1853,False
Professor Moriarty,What is the 2nd year of the 14th president of the United States?,1854,False
Professor Moriarty,What is the 3rd year of the 14th president of the United States?,1855,False
Professor Moriarty,What is the 4th year of the 14th president of the United States?,1856,False
Professor Moriarty,What is the 5th year of the 14th president of the United States?,1857,False
Professor Moriarty,What is the 1st year of the 15th president of the United States?,1857,False
Professor Moriarty,What is the 2nd year of the 15th president of the United States?,1858,False
Professor Moriarty,What is the 3rd year of the 15th president of the United States?,1859,False
Professor Moriarty,What is the 4th year of the 15th president of the United States?,1860,False
Professor Moriarty,What is the 5th year of the 15th president of the United States?,1861,False
Professor Moriarty,What is the 1st year of the 16th president of the United States?,1861,False
Professor Moriarty,What is the 2nd year of the 16th president of the United States?,1862,False
Professor Moriarty,What is the 3rd year of the 16th president of the United States?,1863,False
Professor Moriarty,What is the 4th year of the 16th president of the United States?,1864,False
Professor Moriarty,What is the 5th year of the 16th president of the United States?,1865,False
Professor Moriarty,What is the 1st year of the 17th president of the United States?,1865,False
Professor Moriarty,What is the 2nd year of the 17th president of the United States?,1866,False
Professor Moriarty,What is the 3rd year of the 17th president of the United States?,1867,False
Professor Moriarty,What is the 4th year of the 17th president of the United States?,1868,False
Professor Moriarty,What is the 5th year of the 17th president of the United States?,1869,False
Professor Moriarty,What is the 1st year of the 18th president of the United States?,1869,False
Professor Moriarty,What is the 2nd year of the 18th president of the United States?,1870,False
Professor Moriarty,What is the 3rd year of the 18th president of the United States?,1871,False
Professor Moriarty,What is the 4th year of the 18th president of the United States?,1872,False
Professor Moriarty,What is the 5th year of the 18th president of the United States?,1873,False
Professor Moriarty,What is the 6th year of the 18th president of the United States?,1874,False
Professor Moriarty,What is the 7th year of the 18th president of the United States?,1875,False
Professor Moriarty,What is the 8th year of the 18th president of the United States?,1876,False
Professor Moriarty,What is the 9th year of the 18th president of the United States?,1877,False
Professor Moriarty,What is the 1st year of the 19th president of the United States?,1877,False
Professor Moriarty,What is the 2nd year of the 19th president of the United States?,1878,False
Professor Moriarty,What is the 3rd year of the 19th president of the United States?,1879,False
Professor Moriarty,What is the 4th year of the 19th president of the United States?,1880,False
Professor Moriarty,What is the 5th year of the 19th president of the United States?,1881,False
Professor Moriarty,What is the 1st year of the 20th president of the United States?,1881,False
Professor Moriarty,What is the 1st year of the 21th president of the United States?,1881,False
Professor Moriarty,What is the 2nd year of the 21th president of the United States?,1882,False
Professor Moriarty,What is the 3rd year of the 21th president of the United States?,1883,False
Professor Moriarty,What is the 4th year of the 21th president of the United States?,1884,False
Professor Moriarty,What is the 5th year of the 21th president of the United States?,1885,False
Professor Moriarty,What is the 1st year of the 22th president of the United States?,1885,False
Professor Moriarty,What is the 2nd year of the 22th president of the United States?,1886,False
Professor Moriarty,What is the 3rd year of the 22th president of the United States?,1887,False
Professor Moriarty,What is the 4th year of the 22th president of the United States?,1888,False
Professor Moriarty,What is the 5th year of the 22th president of the United States?,1889,False
Professor Moriarty,What is the 1st year of the 23th president of the United States?,1889,False
Professor Moriarty,What is the 2nd year of the 23th president of the United States?,1890,False
Professor Moriarty,What is the 3rd year of the 23th president of the United States?,1891,False
Professor Moriarty,What is the 4th year of the 23th president of the United States?,1892,False
Professor Moriarty,What is the 5th year of the 23th president of the United States?,1893,False
Professor Moriarty,What is the 1st year of the 24th president of the United States?,1893,False
Professor Moriarty,What is the 2nd year of the 24th president of the United States?,1894,False
Professor Moriarty,What is the 3rd year of the 24th president of the United States?,1895,False
Professor Moriarty,What is the 4th year of the 24th president of the United States?,1896,False
Professor Moriarty,What is the 5th year of the 24th president of the United States?,1897,False
Professor Moriarty,What is the 1st year of the 25th president of the United States?,1897,False
Professor Moriarty,What is the 2nd year of the 25th president of the United States?,1898,False
Professor Moriarty,What is the 3rd year of the 25th president of the United States?,1899,False
Professor Moriarty,What is the 4th year of the 25th president of the United States?,1900,False
Professor Moriarty,What is the 5th year of the 25th president of the United States?,1901,False
Professor Moriarty,What is the 1st year of the 26th president of the United States?,1901,False
Professor Moriarty,What is the 2nd year of the 26th president of the United States?,1902,False
Professor Moriarty,What is the 3rd year of the 26th president of the United States?,1903,False
Professor Moriarty,What is the 4th year of the 26th president of the United States?,1904,False
Professor Moriarty,What is the 5th year of the 26th president of the United States?,1905,False
Professor Moriarty,What is the 6th year of the 26th president of the United States?,1906,False
Professor Moriarty,What is the 7th year of the 26th president of the United States?,1907,False
Professor Moriarty,What is the 8th year of the 26th president of the United States?,1908,False
Professor Moriarty,What is the 9th year of the 26th president of the United States?,1909,False
Professor Moriarty,What is the 1st year of the 27th president of the United States?,1909,False
Professor Moriarty,What is the 2nd year of the 27th president of the United States?,1910,False
Professor Moriarty,What is the 3rd year of the 27th president of the United States?,1911,False
Professor Moriarty,What is the 4th year of the 27th president of the United States?,1912,False
Professor Moriarty,What is the 5th year of the 27th president of the United States?,1913,False
Professor Moriarty,What is the 1st year of the 28th president of the United States?,1913,False
Professor Moriarty,What is the 2nd year of the 28th president of the United States?,1914,False
Professor Moriarty,What is the 3rd year of the 28th president of the United States?,1915,False
Professor Moriarty,What is the 4th year of the 28th president of the United States?,1916,False
Professor Moriarty,What is the 5th year of the 28th president of the United States?,1917,False
Professor Moriarty,What is the 6th year of the 28th president of the United States?,1918,False
Professor Moriarty,What is the 7th year of the 28th president of the United States?,1919,False
Professor Moriarty,What is the 8th year of the 28th president of the United States?,1920,False
Professor Moriarty,What is the 9th year of the 28th president of the United States?,1921,False
Professor Moriarty,What is the 1st year of the 29th president of the United States?,1921,False
Professor Moriarty,What is the 2nd year of the 29th president of the United States?,1922,False
Professor Moriarty,What is the 3rd year of the 29th president of the United States?,1923,False
Professor Moriarty,What is the 1st year of the 30th president of the United States?,1923,False
Professor Moriarty,What is the 2nd year of the 30th president of the United States?,1924,False
Professor Moriarty,What is the 3rd year of the 30th president of the United States?,1925,False
Professor Moriarty,What is the 4th year of the 30th president of the United States?,1926,False
Professor Moriarty,What is the 5th year of the 30th president of the United States?,1927,False
Professor Moriarty,What is the 6th year of the 30th president of the United States?,1928,False
Professor Moriarty,What is the 7th year of the 30th president of the United States?,1929,False
Professor Moriarty,What is the 1st year of the 31th president of the United States?,1929,False
Professor Moriarty,What is the 2nd year of the 31th president of the United States?,1930,False
Professor Moriarty,What is the 3rd year of the 31th president of the United States?,1931,False
Professor Moriarty,What is the 4th year of the 31th president of the United States?,1932,False
Professor Moriarty,What is the 5th year of the 31th president of the United States?,1933,False
Professor Moriarty,What is the 1st year of the 32th president of the United States?,1933,False
Professor Moriarty,What is the 2nd year of the 32th president of the United States?,1934,False
Professor Moriarty,What is the 3rd year of the 32th president of the United States?,1935,False
Professor Moriarty,What is the 4th year of the 32th president of the United States?,1936,False
Professor Moriarty,What is the 5th year of the 32th president of the United States?,1937,False
Professor Moriarty,What is the 6th year of the 32th president of the United States?,1938,False
Professor Moriarty,What is the 7th year of the 32th president of the United States?,1939,False
Professor Moriarty,What is the 8th year of the 32th president of the United States?,1940,False
Professor Moriarty,What is the 9th year of the 32th president of the United States?,1941,False
Professor Moriarty,What is the 10th year of the 32th president of the United States?,1942,False
Professor Moriarty,What is the 11th year of the 32th president of the United States?,1943,False
Professor Moriarty,What is the 12th year of the 32th president of the United States?,1944,False
Professor Moriarty,What is the 13th year of the 32th president of the United States?,1945,False
Professor Moriarty,What is the 1st year of the 33th president of the United States?,1945,False
Professor Moriarty,What is the 2nd year of the 33th president of the United States?,1946,False
Professor Moriarty,What is the 3rd year of the 33th president of the United States?,1947,False
Professor Moriarty,What is the 4th year of the 33th president of the United States?,1948,False
Professor Moriarty,What is the 5th year of the 33th president of the United States?,1949,False
Professor Moriarty,What is the 6th year of the 33th president of the United States?,1950,False
Professor Moriarty,What is the 7th year of the 33th president of the United States?,1951,False
Professor Moriarty,What is the 8th year of the 33th president of the United States?,1952,False
Professor Moriarty,What is the 9th year of the 33th president of the United States?,1953,False
Professor Moriarty,What is the 1st year of the 34th president of the United States?,1953,False
Professor Moriarty,What is the 2nd year of the 34th president of the United States?,1954,False
Professor Moriarty,What is the 3rd year of the 34th president of the United States?,1955,False
Professor Moriarty,What is the 4th year of the 34th president of the United States?,1956,False
Professor Moriarty,What is the 5th year of the 34th president of the United States?,1957,False
Professor Moriarty,What is the 6th year of the 34th president of the United States?,1958,False
Professor Moriarty,What is the 7th year of the 34th president of the United States?,1959,False
Professor Moriarty,What is the 8th year of the 34th president of the United States?,1960,False
Professor Moriarty,What is the 9th year of the 34th president of the United States?,1961,False
Professor Moriarty,What is the 1st year of the 35th president of the United States?,1961,False
Professor Moriarty,What is the 2nd year of the 35th president of the United States?,1962,False
Professor Moriarty,What is the 3rd year of the 35th president of the United States?,1963,False
Professor Moriarty,What is the 1st year of the 36th president of the United States?,1963,False
Professor Moriarty,What is the 2nd year of the 36th president of the United States?,1964,False
Professor Moriarty,What is the 3rd year of the 36th president of the United States?,1965,False
Professor Moriarty,What is the 4th year of the 36th president of the United States?,1966,False
Professor Moriarty,What is the 5th year of the 36th president of the United States?,1967,False
Professor Moriarty,What is the 6th year of the 36th president of the United States?,1968,False
Professor Moriarty,What is the 7th year of the 36th president of the United States?,1969,False
Professor Moriarty,What is the 1st year of the 37th president of the United States?,1969,False
Professor Moriarty,What is the 2nd year of the 37th president of the United States?,1970,False
Professor Moriarty,What is the 3rd year of the 37th president of the United States?,1971,False
Professor Moriarty,What is the 4th year of the 37th president of the United States?,1972,False
Professor Moriarty,What is the 5th year of the 37th president of the United States?,1973,False
Professor Moriarty,What is the 6th year of the 37th president of the United States?,1974,False
Professor Moriarty,What is the 1st year of the 38th president of the United States?,1974,False
Professor Moriarty,What is the 2nd year of the 38th president of the United States?,1975,False
Professor Moriarty,What is the 3rd year of the 38th president of the United States?,1976,False
Professor Moriarty,What is the 4th year of the 38th president of the United States?,1977,False
Professor Moriarty,What is the 1st year of the 39th president of the United States?,1977,False
Professor Moriarty,What is the 2nd year of the 39th president of the United States?,1978,False
Professor Moriarty,What is the 3rd year of the 39th president of the United States?,1979,False
Professor Moriarty,What is the 4th year of the 39th president of the United States?,1980,False
Professor Moriarty,What is the 5th year of the 39th president of the United States?,1981,False
Professor Moriarty,What is the 1st year of the 40th president of the United States?,1981,False
Professor Moriarty,What is the 2nd year of the 40th president of the United States?,1982,False
Professor Moriarty,What is the 3rd year of the 40th president of the United States?,1983,False
Professor Moriarty,What is the 4th year of the 40th president of the United States?,1984,False
Professor Moriarty,What is the 5th year of the 40th president of the United States?,1985,False
Professor Moriarty,What is the 6th year of the 40th president of the United States?,1986,False
Professor Moriarty,What is the 7th year of the 40th president of the United States?,1987,False
Professor Moriarty,What is the 8th year of the 40th president of the United States?,1988,False
Professor Moriarty,What is the 9th year of the 40th president of the United States?,1989,False
Professor Moriarty,What is the 1st year of the 41th president of the United States?,1989,False
Professor Moriarty,What is the 2nd year of the 41th president of the United States?,1990,False
Professor Moriarty,What is the 3rd year of the 41th president of the United States?,1991,False
Professor Moriarty,What is the 4th year of the 41th president of the United States?,1992,False
Professor Moriarty,What is the 5th year of the 41th president of the United States?,1993,False
Professor Moriarty,What is the 1st year of the 42th president of the United States?,1993,False
Professor Moriarty,What is the 2nd year of the 42th president of the United States?,1994,False
Professor Moriarty,What is the 3rd year of the 42th president of the United States?,1995,False
Professor Moriarty,What is the 4th year of the 42th president of the United States?,1996,False
Professor Moriarty,What is the 5th year of the 42th president of the United States?,1997,False
Professor Moriarty,What is the 6th year of the 42th president of the United States?,1998,False
Professor Moriarty,What is the 7th year of the 42th president of the United States?,1999,False
Professor Moriarty,What is the 8th year of the 42th president of the United States?,2000,False
Professor Moriarty,What is the 9th year of the 42th president of the United States?,2001,False
Professor Moriarty,What is the 1st year of the 43th president of the United States?,2001,False
Professor Moriarty,What is the 2nd year of the 43th president of the United States?,2002,False
Professor Moriarty,What is the 3rd year of the 43th president of the United States?,2003,False
Professor Moriarty,What is the 4th year of the 43th president of the United States?,2004,False
Professor Moriarty,What is the 5th year of the 43th president of the United States?,2005,False
Professor Moriarty,What is the 6th year of the 43th president of the United States?,2006,False
Professor Moriarty,What is the 7th year of the 43th president of the United States?,2007,False
Professor Moriarty,What is the 8th year of the 43th president of the United States?,2008,False
Professor Moriarty,What is the 9th year of the 43th president of the United States?,2009,False
Professor Moriarty,What is the 1st year of the 44th president of the United States?,2009,False
Professor Moriarty,What is the 2nd year of the 44th president of the United States?,2010,False
Professor Moriarty,What is the 3rd year of the 44th president of the United States?,2011,False
Professor Moriarty,What is the 4th year of the 44th president of the United States?,2012,False
Professor Moriarty,What is the 5th year of the 44th president of the United States?,2013,False
Professor Moriarty,What is the 6th year of the 44th president of the United States?,2014,False
Professor Moriarty,What is the 7th year of the 44th president of the United States?,2015,False
Professor Moriarty,What is the 8th year of the 44th president of the United States?,2016,False
Professor Moriarty,What is the 9th year of the 44th president of the United States?,2017,False
Professor Moriarty,What is the 1st year of the 45th president of the United States?,2017,False
Professor Moriarty,What is the 2nd year of the 45th president of the United States?,2018,False
Professor Moriarty,What is the 3rd year of the 45th president of the United States?,2019,False
Professor Moriarty,What is the 4th year of the 45th president of the United States?,2020,False
Professor Moriarty,What is the 5th year of the 45th president of the United States?,2021,False
Count Dracula,What is the 1st year of the 1th president of the United States?,1789,False
Count Dracula,What is the 2nd year of the 1th president of the United States?,1790,False
Count Dracula,What is the 3rd year of the 1th president of the United States?,1791,False
Count Dracula,What is the 4th year of the 1th president of the United States?,1792,False
Count Dracula,What is the 5th year of the 1th president of the United States?,1793,False
Count Dracula,What is the 6th year of the 1th president of the United States?,1794,False
Count Dracula,What is the 7th year of the 1th president of the United States?,1795,False
Count Dracula,What is the 8th year of the 1th president of the United States?,1796,False
Count Dracula,What is the 9th year of the 1th president of the United States?,1797,False
Count Dracula,What is the 1st year of the 2th president of the United States?,1797,False
Count Dracula,What is the 2nd year of the 2th president of the United States?,1798,False
Count Dracula,What is the 3rd year of the 2th president of the United States?,1799,False
Count Dracula,What is the 4th year of the 2th president of the United States?,1800,False
Count Dracula,What is the 5th year of the 2th president of the United States?,1801,False
Count Dracula,What is the 1st year of the 3th president of the United States?,1801,False
Count Dracula,What is the 2nd year of the 3th president of the United States?,1802,False
Count Dracula,What is the 3rd year of the 3th president of the United States?,1803,False
Count Dracula,What is the 4th year of the 3th president of the United States?,1804,False
Count Dracula,What is the 5th year of the 3th president of the United States?,1805,False
Count Dracula,What is the 6th year of the 3th president of the United States?,1806,False
Count Dracula,What is the 7th year of the 3th president of the United States?,1807,False
Count Dracula,What is the 8th year of the 3th president of the United States?,1808,False
Count Dracula,What is the 9th year of the 3th president of the United States?,1809,False
Count Dracula,What is the 1st year of the 4th president of the United States?,1809,False
Count Dracula,What is the 2nd year of the 4th president of the United States?,1810,False
Count Dracula,What is the 3rd year of the 4th president of the United States?,1811,False
Count Dracula,What is the 4th year of the 4th president of the United States?,1812,False
Count Dracula,What is the 5th year of the 4th president of the United States?,1813,False
Count Dracula,What is the 6th year of the 4th president of the United States?,1814,False
Count Dracula,What is the 7th year of the 4th president of the United States?,1815,False
Count Dracula,What is the 8th year of the 4th president of the United States?,1816,False
Count Dracula,What is the 9th year of the 4th president of the United States?,1817,False
Count Dracula,What is the 1st year of the 5th president of the United States?,1817,False
Count Dracula,What is the 2nd year of the 5th president of the United States?,1818,False
Count Dracula,What is the 3rd year of the 5th president of the United States?,1819,False
Count Dracula,What is the 4th year of the 5th president of the United States?,1820,False
Count Dracula,What is the 5th year of the 5th president of the United States?,1821,False
Count Dracula,What is the 6th year of the 5th president of the United States?,1822,False
Count Dracula,What is the 7th year of the 5th president of the United States?,1823,False
Count Dracula,What is the 8th year of the 5th president of the United States?,1824,False
Count Dracula,What is the 9th year of the 5th president of the United States?,1825,False
Count Dracula,What is the 1st year of the 6th president of the United States?,1825,False
Count Dracula,What is the 2nd year of the 6th president of the United States?,1826,False
Count Dracula,What is the 3rd year of the 6th president of the United States?,1827,False
Count Dracula,What is the 4th year of the 6th president of the United States?,1828,False
Count Dracula,What is the 5th year of the 6th president of the United States?,1829,False
Count Dracula,What is the 1st year of the 7th president of the United States?,1829,False
Count Dracula,What is the 2nd year of the 7th president of the United States?,1830,False
Count Dracula,What is the 3rd year of the 7th president of the United States?,1831,False
Count Dracula,What is the 4th year of the 7th president of the United States?,1832,False
Count Dracula,What is the 5th year of the 7th president of the United States?,1833,False
Count Dracula,What is the 6th year of the 7th president of the United States?,1834,False
Count Dracula,What is the 7th year of the 7th president of the United States?,1835,False
Count Dracula,What is the 8th year of the 7th president of the United States?,1836,False
Count Dracula,What is the 9th year of the 7th president of the United States?,1837,False
Count Dracula,What is the 1st year of the 8th president of the United States?,1837,False
Count Dracula,What is the 2nd year of the 8th president of the United States?,1838,False
Count Dracula,What is the 3rd year of the 8th president of the United States?,1839,False
Count Dracula,What is the 4th year of the 8th president of the United States?,1840,False
Count Dracula,What is the 5th year of the 8th president of the United States?,1841,False
Count Dracula,What is the 1st year of the 9th president of the United States?,1841,False
Count Dracula,What is the 1st year of the 10th president of the United States?,1841,False
Count Dracula,What is the 2nd year of the 10th president of the United States?,1842,False
Count Dracula,What is the 3rd year of the 10th president of the United States?,1843,False
Count Dracula,What is the 4th year of the 10th president of the United States?,1844,False
Count Dracula,What is the 5th year of the 10th president of the United States?,1845,False
Count Dracula,What is the 1st year of the 11th president of the United States?,1845,False
Count Dracula,What is the 2nd year of the 11th president of the United States?,1846,False
Count Dracula,What is the 3rd year of the 11th president of the United States?,1847,False
Count Dracula,What is the 4th year of the 11th president of the United States?,1848,False
Count Dracula,What is the 5th year of the 11th president of the United States?,1849,False
Count Dracula,What is the 1st year of the 12th president of the United States?,1849,False
Count Dracula,What is the 2nd year of the 12th president of the United States?,1850,False
Count Dracula,What is the 1st year of the 13th president of the United States?,1850,False
Count Dracula,What is the 2nd year of the 13th president of the United States?,1851,False
Count Dracula,What is the 3rd year of the 13th president of the United States?,1852,False
Count Dracula,What is the 4th year of the 13th president of the United States?,1853,False
Count Dracula,What is the 1st year of the 14th president of the United States?,1853,False
Count Dracula,What is the 2nd year of the 14th president of the United States?,1854,False
Count Dracula,What is the 3rd year of the 14th president of the United States?,1855,False
Count Dracula,What is the 4th year of the 14th president of the United States?,1856,False
Count Dracula,What is the 5th year of the 14th president of the United States?,1857,False
Count Dracula,What is the 1st year of the 15th president of the United States?,1857,False
Count Dracula,What is the 2nd year of the 15th president of the United States?,1858,False
Count Dracula,What is the 3rd year of the 15th president of the United States?,1859,False
Count Dracula,What is the 4th year of the 15th president of the United States?,1860,False
Count Dracula,What is the 5th year of the 15th president of the United States?,1861,False
Count Dracula,What is the 1st year of the 16th president of the United States?,1861,False
Count Dracula,What is the 2nd year of the 16th president of the United States?,1862,False
Count Dracula,What is the 3rd year of the 16th president of the United States?,1863,False
Count Dracula,What is the 4th year of the 16th president of the United States?,1864,False
Count Dracula,What is the 5th year of the 16th president of the United States?,1865,False
Count Dracula,What is the 1st year of the 17th president of the United States?,1865,False
Count Dracula,What is the 2nd year of the 17th president of the United States?,1866,False
Count Dracula,What is the 3rd year of the 17th president of the United States?,1867,False
Count Dracula,What is the 4th year of the 17th president of the United States?,1868,False
Count Dracula,What is the 5th year of the 17th president of the United States?,1869,False
Count Dracula,What is the 1st year of the 18th president of the United States?,1869,False
Count Dracula,What is the 2nd year of the 18th president of the United States?,1870,False
Count Dracula,What is the 3rd year of the 18th president of the United States?,1871,False
Count Dracula,What is the 4th year of the 18th president of the United States?,1872,False
Count Dracula,What is the 5th year of the 18th president of the United States?,1873,False
Count Dracula,What is the 6th year of the 18th president of the United States?,1874,False
Count Dracula,What is the 7th year of the 18th president of the United States?,1875,False
Count Dracula,What is the 8th year of the 18th president of the United States?,1876,False
Count Dracula,What is the 9th year of the 18th president of the United States?,1877,False
Count Dracula,What is the 1st year of the 19th president of the United States?,1877,False
Count Dracula,What is the 2nd year of the 19th president of the United States?,1878,False
Count Dracula,What is the 3rd year of the 19th president of the United States?,1879,False
Count Dracula,What is the 4th year of the 19th president of the United States?,1880,False
Count Dracula,What is the 5th year of the 19th president of the United States?,1881,False
Count Dracula,What is the 1st year of the 20th president of the United States?,1881,False
Count Dracula,What is the 1st year of the 21th president of the United States?,1881,False
Count Dracula,What is the 2nd year of the 21th president of the United States?,1882,False
Count Dracula,What is the 3rd year of the 21th president of the United States?,1883,False
Count Dracula,What is the 4th year of the 21th president of the United States?,1884,False
Count Dracula,What is the 5th year of the 21th president of the United States?,1885,False
Count Dracula,What is the 1st year of the 22th president of the United States?,1885,False
Count Dracula,What is the 2nd year of the 22th president of the United States?,1886,False
Count Dracula,What is the 3rd year of the 22th president of the United States?,1887,False
Count Dracula,What is the 4th year of the 22th president of the United States?,1888,False
Count Dracula,What is the 5th year of the 22th president of the United States?,1889,False
Count Dracula,What is the 1st year of the 23th president of the United States?,1889,False
Count Dracula,What is the 2nd year of the 23th president of the United States?,1890,False
Count Dracula,What is the 3rd year of the 23th president of the United States?,1891,False
Count Dracula,What is the 4th year of the 23th president of the United States?,1892,False
Count Dracula,What is the 5th year of the 23th president of the United States?,1893,False
Count Dracula,What is the 1st year of the 24th president of the United States?,1893,False
Count Dracula,What is the 2nd year of the 24th president of the United States?,1894,False
Count Dracula,What is the 3rd year of the 24th president of the United States?,1895,False
Count Dracula,What is the 4th year of the 24th president of the United States?,1896,False
Count Dracula,What is the 5th year of the 24th president of the United States?,1897,False
Count Dracula,What is the 1st year of the 25th president of the United States?,1897,False
Count Dracula,What is the 2nd year of the 25th president of the United States?,1898,False
Count Dracula,What is the 3rd year of the 25th president of the United States?,1899,False
Count Dracula,What is the 4th year of the 25th president of the United States?,1900,False
Count Dracula,What is the 5th year of the 25th president of the United States?,1901,False
Count Dracula,What is the 1st year of the 26th president of the United States?,1901,False
Count Dracula,What is the 2nd year of the 26th president of the United States?,1902,False
Count Dracula,What is the 3rd year of the 26th president of the United States?,1903,False
Count Dracula,What is the 4th year of the 26th president of the United States?,1904,False
Count Dracula,What is the 5th year of the 26th president of the United States?,1905,False
Count Dracula,What is the 6th year of the 26th president of the United States?,1906,False
Count Dracula,What is the 7th year of the 26th president of the United States?,1907,False
Count Dracula,What is the 8th year of the 26th president of the United States?,1908,False
Count Dracula,What is the 9th year of the 26th president of the United States?,1909,False
Count Dracula,What is the 1st year of the 27th president of the United States?,1909,False
Count Dracula,What is the 2nd year of the 27th president of the United States?,1910,False
Count Dracula,What is the 3rd year of the 27th president of the United States?,1911,False
Count Dracula,What is the 4th year of the 27th president of the United States?,1912,False
Count Dracula,What is the 5th year of the 27th president of the United States?,1913,False
Count Dracula,What is the 1st year of the 28th president of the United States?,1913,False
Count Dracula,What is the 2nd year of the 28th president of the United States?,1914,False
Count Dracula,What is the 3rd year of the 28th president of the United States?,1915,False
Count Dracula,What is the 4th year of the 28th president of the United States?,1916,False
Count Dracula,What is the 5th year of the 28th president of the United States?,1917,False
Count Dracula,What is the 6th year of the 28th president of the United States?,1918,False
Count Dracula,What is the 7th year of the 28th president of the United States?,1919,False
Count Dracula,What is the 8th year of the 28th president of the United States?,1920,False
Count Dracula,What is the 9th year of the 28th president of the United States?,1921,False
Count Dracula,What is the 1st year of the 29th president of the United States?,1921,False
Count Dracula,What is the 2nd year of the 29th president of the United States?,1922,False
Count Dracula,What is the 3rd year of the 29th president of the United States?,1923,False
Count Dracula,What is the 1st year of the 30th president of the United States?,1923,False
Count Dracula,What is the 2nd year of the 30th president of the United States?,1924,False
Count Dracula,What is the 3rd year of the 30th president of the United States?,1925,False
Count Dracula,What is the 4th year of the 30th president of the United States?,1926,False
Count Dracula,What is the 5th year of the 30th president of the United States?,1927,False
Count Dracula,What is the 6th year of the 30th president of the United States?,1928,False
Count Dracula,What is the 7th year of the 30th president of the United States?,1929,False
Count Dracula,What is the 1st year of the 31th president of the United States?,1929,False
Count Dracula,What is the 2nd year of the 31th president of the United States?,1930,False
Count Dracula,What is the 3rd year of the 31th president of the United States?,1931,False
Count Dracula,What is the 4th year of the 31th president of the United States?,1932,False
Count Dracula,What is the 5th year of the 31th president of the United States?,1933,False
Count Dracula,What is the 1st year of the 32th president of the United States?,1933,False
Count Dracula,What is the 2nd year of the 32th president of the United States?,1934,False
Count Dracula,What is the 3rd year of the 32th president of the United States?,1935,False
Count Dracula,What is the 4th year of the 32th president of the United States?,1936,False
Count Dracula,What is the 5th year of the 32th president of the United States?,1937,False
Count Dracula,What is the 6th year of the 32th president of the United States?,1938,False
Count Dracula,What is the 7th year of the 32th president of the United States?,1939,False
Count Dracula,What is the 8th year of the 32th president of the United States?,1940,False
Count Dracula,What is the 9th year of the 32th president of the United States?,1941,False
Count Dracula,What is the 10th year of the 32th president of the United States?,1942,False
Count Dracula,What is the 11th year of the 32th president of the United States?,1943,False
Count Dracula,What is the 12th year of the 32th president of the United States?,1944,False
Count Dracula,What is the 13th year of the 32th president of the United States?,1945,False
Count Dracula,What is the 1st year of the 33th president of the United States?,1945,False
Count Dracula,What is the 2nd year of the 33th president of the United States?,1946,False
Count Dracula,What is the 3rd year of the 33th president of the United States?,1947,False
Count Dracula,What is the 4th year of the 33th president of the United States?,1948,False
Count Dracula,What is the 5th year of the 33th president of the United States?,1949,False
Count Dracula,What is the 6th year of the 33th president of the United States?,1950,False
Count Dracula,What is the 7th year of the 33th president of the United States?,1951,False
Count Dracula,What is the 8th year of the 33th president of the United States?,1952,False
Count Dracula,What is the 9th year of the 33th president of the United States?,1953,False
Count Dracula,What is the 1st year of the 34th president of the United States?,1953,False
Count Dracula,What is the 2nd year of the 34th president of the United States?,1954,False
Count Dracula,What is the 3rd year of the 34th president of the United States?,1955,False
Count Dracula,What is the 4th year of the 34th president of the United States?,1956,False
Count Dracula,What is the 5th year of the 34th president of the United States?,1957,False
Count Dracula,What is the 6th year of the 34th president of the United States?,1958,False
Count Dracula,What is the 7th year of the 34th president of the United States?,1959,False
Count Dracula,What is the 8th year of the 34th president of the United States?,1960,False
Count Dracula,What is the 9th year of the 34th president of the United States?,1961,False
Count Dracula,What is the 1st year of the 35th president of the United States?,1961,False
Count Dracula,What is the 2nd year of the 35th president of the United States?,1962,False
Count Dracula,What is the 3rd year of the 35th president of the United States?,1963,False
Count Dracula,What is the 1st year of the 36th president of the United States?,1963,False
Count Dracula,What is the 2nd year of the 36th president of the United States?,1964,False
Count Dracula,What is the 3rd year of the 36th president of the United States?,1965,False
